district,year,month,month_name,total_radiation_MJ_m2,radiation_above_15MJ_m2,percentage_above_15MJ,days_in_month
Matale,2015,5,May,589.28,564.9,95.86,31
Matale,2015,6,June,556.6,486.32,87.37,30
Matale,2015,7,July,596.68,560.51,93.94,31
Matale,2015,8,August,630.19,630.19,100.0,31
Matale,2015,9,September,533.37,454.34,85.18,30
Matale,2015,10,October,497.02,428.46,86.21,31
Matale,2015,11,November,424.16,299.28,70.56,30
Matale,2015,12,December,444.2,234.09,52.7,31
Matale,2016,1,January,564.93,481.94,85.31,31
Matale,2016,2,February,579.79,553.41,95.45,29
Matale,2016,3,March,719.83,719.83,100.0,31
Matale,2016,4,April,683.12,683.12,100.0,30
Matale,2016,5,May,506.68,421.92,83.27,31
Matale,2016,6,June,558.25,515.93,92.42,30
Matale,2016,7,July,595.51,538.71,90.46,31
Matale,2016,8,August,632.29,620.77,98.18,31
Matale,2016,9,September,615.86,603.02,97.92,30
Matale,2016,10,October,620.71,606.01,97.63,31
Matale,2016,11,November,457.58,322.64,70.51,30
Matale,2016,12,December,552.5,504.45,91.3,31
Matale,2017,1,January,598.46,545.91,91.22,31
Matale,2017,2,February,618.18,577.12,93.36,28
Matale,2017,3,March,647.86,633.14,97.73,31
Matale,2017,4,April,663.66,648.8,97.76,30
Matale,2017,5,May,534.3,450.75,84.36,31
Matale,2017,6,June,490.32,360.63,73.55,30
Matale,2017,7,July,535.12,481.61,90.0,31
Matale,2017,8,August,494.69,347.93,70.33,31
Matale,2017,9,September,493.25,399.55,81.0,30
Matale,2017,10,October,466.67,314.43,67.38,31
Matale,2017,11,November,426.19,237.41,55.71,30
Matale,2017,12,December,535.56,433.83,81.0,31
Matale,2018,1,January,620.73,593.59,95.63,31
Matale,2018,2,February,610.3,596.72,97.77,28
Matale,2018,3,March,636.88,588.35,92.38,31
Matale,2018,4,April,609.94,580.94,95.25,30
Matale,2018,5,May,506.16,387.45,76.55,31
Matale,2018,6,June,499.32,402.41,80.59,30
Matale,2018,7,July,534.5,439.27,82.18,31
Matale,2018,8,August,512.51,421.09,82.16,31
Matale,2018,9,September,590.74,564.96,95.64,30
Matale,2018,10,October,464.95,299.66,64.45,31
Matale,2018,11,November,475.72,344.25,72.36,30
Matale,2018,12,December,537.53,418.12,77.79,31
Matale,2019,1,January,623.79,585.97,93.94,31
Matale,2019,2,February,564.55,536.4,95.01,28
Matale,2019,3,March,754.35,754.35,100.0,31
Matale,2019,4,April,605.51,540.49,89.26,30
Matale,2019,5,May,634.68,620.44,97.76,31
Matale,2019,6,June,519.44,466.1,89.73,30
Matale,2019,7,July,584.51,547.87,93.73,31
Matale,2019,8,August,477.06,294.07,61.64,31
Matale,2019,9,September,533.09,461.62,86.59,30
Matale,2019,10,October,453.18,308.14,68.0,31
Matale,2019,11,November,540.88,491.19,90.81,30
Matale,2019,12,December,515.41,393.97,76.44,31
Matale,2020,1,January,661.7,661.7,100.0,31
Matale,2020,2,February,686.85,686.85,100.0,29
Matale,2020,3,March,750.22,750.22,100.0,31
Matale,2020,4,April,647.26,647.26,100.0,30
Matale,2020,5,May,534.44,424.82,79.49,31
Matale,2020,6,June,534.97,470.26,87.9,30
Matale,2020,7,July,513.88,398.23,77.49,31
Matale,2020,8,August,577.37,487.59,84.45,31
Matale,2020,9,September,431.65,213.82,49.54,30
Matale,2020,10,October,566.6,525.85,92.81,31
Matale,2020,11,November,501.82,427.17,85.12,30
Matale,2020,12,December,486.22,370.77,76.26,31
Matale,2021,1,January,501.73,332.83,66.34,31
Matale,2021,2,February,619.69,619.69,100.0,28
Matale,2021,3,March,658.47,606.29,92.08,31
Matale,2021,4,April,635.1,620.17,97.65,30
Matale,2021,5,May,504.77,385.85,76.44,31
Matale,2021,6,June,534.67,487.03,91.09,30
Matale,2021,7,July,551.34,455.7,82.65,31
Matale,2021,8,August,524.83,391.45,74.59,31
Matale,2021,9,September,531.79,472.22,88.8,30
Matale,2021,10,October,520.78,395.56,75.96,31
Matale,2021,11,November,395.35,196.57,49.72,30
Matale,2021,12,December,598.78,560.67,93.64,31
Matale,2022,1,January,629.88,611.24,97.04,31
Matale,2022,2,February,608.34,590.57,97.08,28
Matale,2022,3,March,674.88,674.88,100.0,31
Matale,2022,4,April,595.54,581.33,97.61,30
Matale,2022,5,May,568.26,522.44,91.94,31
Matale,2022,6,June,551.57,499.36,90.53,30
Matale,2022,7,July,551.57,490.36,88.9,31
Matale,2022,8,August,544.16,451.3,82.94,31
Matale,2022,9,September,611.55,589.39,96.38,30
Matale,2022,10,October,500.3,338.86,67.73,31
Matale,2022,11,November,506.08,351.28,69.41,30
Matale,2022,12,December,471.56,321.33,68.14,31
Matale,2023,1,January,598.07,574.09,95.99,31
Matale,2023,2,February,591.16,557.67,94.33,28
Matale,2023,3,March,690.3,675.52,97.86,31
Matale,2023,4,April,651.92,651.92,100.0,30
Matale,2023,5,May,594.14,532.64,89.65,31
Matale,2023,6,June,578.19,564.3,97.6,30
Matale,2023,7,July,569.47,479.94,84.28,31
Matale,2023,8,August,678.25,678.25,100.0,31
Matale,2023,9,September,538.36,464.73,86.32,30
Matale,2023,10,October,528.28,439.39,83.17,31
Matale,2023,11,November,472.5,282.74,59.84,30
Matale,2023,12,December,492.9,363.39,73.72,31
Matale,2024,1,January,571.96,509.66,89.11,31
Matale,2024,2,February,669.49,669.49,100.0,29
Matale,2024,3,March,759.75,759.75,100.0,31
Matale,2024,4,April,693.86,693.86,100.0,30
Matale,2024,5,May,529.66,426.18,80.46,31
Matale,2024,6,June,148.67,134.57,90.52,8
Matara,2010,1,January,632.86,619.74,97.93,31
Matara,2010,2,February,605.37,570.87,94.3,28
Matara,2010,3,March,729.21,729.21,100.0,31
Matara,2010,4,April,624.08,601.36,96.36,30
Matara,2010,5,May,557.29,497.57,89.28,31
Matara,2010,6,June,554.57,494.23,89.12,30
Matara,2010,7,July,612.25,599.18,97.87,31
Matara,2010,8,August,597.79,541.47,90.58,31
Matara,2010,9,September,567.44,533.72,94.06,30
Matara,2010,10,October,618.01,596.84,96.57,31
Matara,2010,11,November,497.36,408.24,82.08,30
Matara,2010,12,December,455.56,264.42,58.04,31
Matara,2011,1,January,521.18,422.68,81.1,31
Matara,2011,2,February,532.66,478.99,89.92,28
Matara,2011,3,March,693.16,680.1,98.12,31
Matara,2011,4,April,616.59,583.93,94.7,30
Matara,2011,5,May,646.21,646.21,100.0,31
Matara,2011,6,June,627.41,627.41,100.0,30
Matara,2011,7,July,612.42,598.35,97.7,31
Matara,2011,8,August,614.87,588.65,95.74,31
Matara,2011,9,September,626.5,595.4,95.04,30
Matara,2011,10,October,619.16,576.46,93.1,31
Matara,2011,11,November,510.73,410.75,80.42,30
Matara,2011,12,December,529.98,428.03,80.76,31
Matara,2012,1,January,667.64,667.64,100.0,31
Matara,2012,2,February,601.57,572.31,95.14,29
Matara,2012,3,March,727.6,727.6,100.0,31
Matara,2012,4,April,608.08,570.37,93.8,30
Matara,2012,5,May,676.64,661.95,97.83,31
Matara,2012,6,June,570.85,533.14,93.39,30
Matara,2012,7,July,638.27,623.32,97.66,31
Matara,2012,8,August,623.41,594.29,95.33,31
Matara,2012,9,September,572.76,509.15,88.89,30
Matara,2012,10,October,555.2,487.72,87.85,31
Matara,2012,11,November,537.48,434.36,80.81,30
Matara,2012,12,December,525.53,452.85,86.17,31
Matara,2013,1,January,571.27,499.01,87.35,31
Matara,2013,2,February,581.44,532.07,91.51,28
Matara,2013,3,March,676.84,669.61,98.93,31
Matara,2013,4,April,672.6,672.6,100.0,30
Matara,2013,5,May,582.83,497.67,85.39,31
Matara,2013,6,June,556.58,547.79,98.42,30
Matara,2013,7,July,620.91,620.91,100.0,31
Matara,2013,8,August,672.36,672.36,100.0,31
Matara,2013,9,September,586.46,564.65,96.28,30
Matara,2013,10,October,599.8,590.95,98.52,31
Matara,2013,11,November,592.71,566.5,95.58,30
Matara,2013,12,December,541.9,418.89,77.3,31
Matara,2014,1,January,642.33,628.84,97.9,31
Matara,2014,2,February,663.81,663.81,100.0,28
Matara,2014,3,March,759.01,759.01,100.0,31
Matara,2014,4,April,658.35,643.95,97.81,30
Matara,2014,5,May,602.27,587.42,97.53,31
Matara,2014,6,June,595.89,567.22,95.19,30
Matara,2014,7,July,627.72,627.72,100.0,31
Matara,2014,8,August,617.88,595.45,96.37,31
Matara,2014,9,September,626.06,626.06,100.0,30
Matara,2014,10,October,564.2,520.83,92.31,31
Matara,2014,11,November,501.39,372.12,74.22,30
Matara,2014,12,December,471.63,363.52,77.08,31
Matara,2015,1,January,637.73,623.69,97.8,31
Matara,2015,2,February,613.99,613.99,100.0,28
Matara,2015,3,March,725.44,706.08,97.33,31
Matara,2015,4,April,663.36,635.76,95.84,30
Matara,2015,5,May,622.49,593.77,95.39,31
Matara,2015,6,June,596.85,585.86,98.16,30
Matara,2015,7,July,628.53,599.49,95.38,31
Matara,2015,8,August,621.17,607.48,97.8,31
Matara,2015,9,September,536.99,455.51,84.83,30
Matara,2015,10,October,554.08,493.47,89.06,31
Matara,2015,11,November,499.69,381.72,76.39,30
Matara,2015,12,December,535.7,417.15,77.87,31
Matara,2016,1,January,648.71,648.71,100.0,31
Matara,2016,2,February,624.02,612.73,98.19,29
Matara,2016,3,March,746.05,746.05,100.0,31
Matara,2016,4,April,669.12,669.12,100.0,30
Matara,2016,5,May,513.87,407.91,79.38,31
Matara,2016,6,June,585.74,556.06,94.93,30
Matara,2016,7,July,621.69,581.99,93.61,31
Matara,2016,8,August,661.27,661.27,100.0,31
Matara,2016,9,September,646.82,646.82,100.0,30
Matara,2016,10,October,652.46,638.47,97.86,31
Matara,2016,11,November,494.29,419.81,84.93,30
Matara,2016,12,December,607.15,593.65,97.78,31
Matara,2017,1,January,617.49,604.33,97.87,31
Matara,2017,2,February,595.41,559.62,93.99,28
Matara,2017,3,March,688.84,680.68,98.82,31
Matara,2017,4,April,672.1,672.1,100.0,30
Matara,2017,5,May,585.77,523.37,89.35,31
Matara,2017,6,June,575.67,550.96,95.71,30
Matara,2017,7,July,577.08,548.36,95.02,31
Matara,2017,8,August,587.02,560.04,95.4,31
Matara,2017,9,September,566.2,536.52,94.76,30
Matara,2017,10,October,595.61,555.64,93.29,31
Matara,2017,11,November,451.77,332.03,73.5,30
Matara,2017,12,December,557.8,505.96,90.71,31
Matara,2018,1,January,600.12,560.69,93.43,31
Matara,2018,2,February,604.29,589.76,97.6,28
Matara,2018,3,March,640.16,585.16,91.41,31
Matara,2018,4,April,608.87,598.8,98.35,30
Matara,2018,5,May,501.86,383.98,76.51,31
Matara,2018,6,June,567.83,540.18,95.13,30
Matara,2018,7,July,599.98,585.93,97.66,31
Matara,2018,8,August,612.54,612.54,100.0,31
Matara,2018,9,September,640.64,640.64,100.0,30
Matara,2018,10,October,552.88,448.86,81.19,31
Matara,2018,11,November,518.05,431.85,83.36,30
Matara,2018,12,December,573.21,516.57,90.12,31
Matara,2019,1,January,631.33,606.0,95.99,31
Matara,2019,2,February,584.92,556.1,95.07,28
Matara,2019,3,March,693.63,667.81,96.28,31
Matara,2019,4,April,617.24,551.28,89.31,30
Matara,2019,5,May,593.85,557.28,93.84,31
Matara,2019,6,June,517.41,455.5,88.03,30
Matara,2019,7,July,578.44,561.06,97.0,31
Matara,2019,8,August,496.31,386.97,77.97,31
Matara,2019,9,September,505.16,437.0,86.51,30
Matara,2019,10,October,479.75,362.22,75.5,31
Matara,2019,11,November,536.17,473.52,88.32,30
Matara,2019,12,December,517.45,380.61,73.55,31
Matara,2020,1,January,662.35,662.35,100.0,31
Matara,2020,2,February,669.56,669.56,100.0,29
Matara,2020,3,March,745.11,745.11,100.0,31
Matara,2020,4,April,654.46,654.46,100.0,30
Matara,2020,5,May,540.27,454.0,84.03,31
Matara,2020,6,June,562.83,494.4,87.84,30
Matara,2020,7,July,505.03,421.9,83.54,31
Matara,2020,8,August,605.6,511.86,84.52,31
Matara,2020,9,September,516.29,451.94,87.54,30
Matara,2020,10,October,650.76,650.76,100.0,31
Matara,2020,11,November,541.77,484.85,89.49,30
Matara,2020,12,December,570.47,507.99,89.05,31
Matara,2021,1,January,515.21,386.08,74.94,31
Matara,2021,2,February,605.51,591.56,97.7,28
Matara,2021,3,March,630.3,574.84,91.2,31
Matara,2021,4,April,674.86,674.86,100.0,30
Matara,2021,5,May,581.61,517.13,88.91,31
Matara,2021,6,June,582.93,538.61,92.4,30
Matara,2021,7,July,557.39,520.04,93.3,31
Matara,2021,8,August,576.77,537.35,93.17,31
Matara,2021,9,September,567.38,542.98,95.7,30
Matara,2021,10,October,593.82,537.63,90.54,31
Matara,2021,11,November,508.0,447.75,88.14,30
Matara,2021,12,December,579.02,531.27,91.75,31
Matara,2022,1,January,638.49,623.76,97.69,31
Matara,2022,2,February,601.28,574.26,95.51,28
Matara,2022,3,March,677.11,669.4,98.86,31
Matara,2022,4,April,650.16,639.05,98.29,30
Matara,2022,5,May,577.53,543.83,94.16,31
Matara,2022,6,June,570.18,546.55,95.86,30
Matara,2022,7,July,603.11,579.03,96.01,31
Matara,2022,8,August,635.29,603.68,95.02,31
Matara,2022,9,September,663.52,651.75,98.23,30
Matara,2022,10,October,577.18,482.73,83.64,31
Matara,2022,11,November,563.1,519.6,92.27,30
Matara,2022,12,December,535.3,456.07,85.2,31
Matara,2023,1,January,607.96,570.42,93.83,31
Matara,2023,2,February,588.35,575.57,97.83,28
Matara,2023,3,March,682.46,641.99,94.07,31
Matara,2023,4,April,673.78,653.32,96.96,30
Matara,2023,5,May,606.39,571.94,94.32,31
Matara,2023,6,June,598.29,598.29,100.0,30
Matara,2023,7,July,596.4,550.49,92.3,31
Matara,2023,8,August,691.41,680.58,98.43,31
Matara,2023,9,September,513.98,413.9,80.53,30
Matara,2023,10,October,515.52,417.18,80.92,31
Matara,2023,11,November,521.57,452.82,86.82,30
Matara,2023,12,December,507.56,391.24,77.08,31
Matara,2024,1,January,593.37,566.99,95.55,31
Matara,2024,2,February,660.77,660.77,100.0,29
Matara,2024,3,March,731.69,731.69,100.0,31
Matara,2024,4,April,671.0,657.7,98.02,30
Matara,2024,5,May,558.81,491.0,87.87,31
Matara,2024,6,June,144.18,134.34,93.18,8
Moneragala,2010,1,January,511.32,404.32,79.07,31
Moneragala,2010,2,February,536.97,458.48,85.38,28
Moneragala,2010,3,March,693.22,678.52,97.88,31
Moneragala,2010,4,April,611.82,583.87,95.43,30
Moneragala,2010,5,May,611.24,587.97,96.19,31
Moneragala,2010,6,June,597.29,542.9,90.89,30
Moneragala,2010,7,July,629.58,587.37,93.3,31
Moneragala,2010,8,August,607.15,583.3,96.07,31
Moneragala,2010,9,September,562.22,481.46,85.64,30
Moneragala,2010,10,October,608.32,559.17,91.92,31
Moneragala,2010,11,November,446.16,299.65,67.16,30
Moneragala,2010,12,December,365.91,224.4,61.33,31
Moneragala,2011,1,January,385.18,199.26,51.73,31
Moneragala,2011,2,February,411.34,320.0,77.79,28
Moneragala,2011,3,March,627.21,600.85,95.8,31
Moneragala,2011,4,April,614.6,580.21,94.4,30
Moneragala,2011,5,May,695.38,695.38,100.0,31
Moneragala,2011,6,June,653.19,653.19,100.0,30
Moneragala,2011,7,July,634.56,634.56,100.0,31
Moneragala,2011,8,August,639.77,625.64,97.79,31
Moneragala,2011,9,September,656.43,656.43,100.0,30
Moneragala,2011,10,October,546.3,473.22,86.62,31
Moneragala,2011,11,November,456.76,318.53,69.74,30
Moneragala,2011,12,December,427.06,304.48,71.3,31
Moneragala,2012,1,January,528.17,418.15,79.17,31
Moneragala,2012,2,February,516.89,441.54,85.42,29
Moneragala,2012,3,March,712.14,712.14,100.0,31
Moneragala,2012,4,April,593.55,566.28,95.41,30
Moneragala,2012,5,May,736.93,736.93,100.0,31
Moneragala,2012,6,June,633.42,633.42,100.0,30
Moneragala,2012,7,July,661.04,632.14,95.63,31
Moneragala,2012,8,August,645.66,645.66,100.0,31
Moneragala,2012,9,September,632.84,632.84,100.0,30
Moneragala,2012,10,October,535.1,433.64,81.04,31
Moneragala,2012,11,November,457.34,315.59,69.01,30
Moneragala,2012,12,December,391.8,183.79,46.91,31
Moneragala,2013,1,January,451.86,336.51,74.47,31
Moneragala,2013,2,February,490.71,400.05,81.52,28
Moneragala,2013,3,March,597.23,580.17,97.14,31
Moneragala,2013,4,April,669.72,669.72,100.0,30
Moneragala,2013,5,May,639.56,611.77,95.65,31
Moneragala,2013,6,June,556.48,470.25,84.5,30
Moneragala,2013,7,July,623.43,610.88,97.99,31
Moneragala,2013,8,August,676.66,662.51,97.91,31
Moneragala,2013,9,September,608.23,596.68,98.1,30
Moneragala,2013,10,October,618.67,575.65,93.05,31
Moneragala,2013,11,November,522.74,474.7,90.81,30
Moneragala,2013,12,December,387.51,207.24,53.48,31
Moneragala,2014,1,January,449.36,309.03,68.77,31
Moneragala,2014,2,February,549.34,534.34,97.27,28
Moneragala,2014,3,March,641.84,614.03,95.67,31
Moneragala,2014,4,April,653.28,626.97,95.97,30
Moneragala,2014,5,May,635.3,613.72,96.6,31
Moneragala,2014,6,June,638.74,611.32,95.71,30
Moneragala,2014,7,July,653.85,640.56,97.97,31
Moneragala,2014,8,August,643.27,643.27,100.0,31
Moneragala,2014,9,September,645.35,645.35,100.0,30
Moneragala,2014,10,October,547.83,488.46,89.16,31
Moneragala,2014,11,November,416.99,290.95,69.77,30
Moneragala,2014,12,December,337.99,153.03,45.28,31
Moneragala,2015,1,January,546.01,480.66,88.03,31
Moneragala,2015,2,February,495.34,431.86,87.18,28
Moneragala,2015,3,March,664.53,646.16,97.24,31
Moneragala,2015,4,April,607.86,580.81,95.55,30
Moneragala,2015,5,May,630.11,600.35,95.28,31
Moneragala,2015,6,June,639.89,639.89,100.0,30
Moneragala,2015,7,July,663.82,637.31,96.01,31
Moneragala,2015,8,August,679.56,679.56,100.0,31
Moneragala,2015,9,September,604.84,577.84,95.54,30
Moneragala,2015,10,October,508.62,432.69,85.07,31
Moneragala,2015,11,November,441.4,291.82,66.11,30
Moneragala,2015,12,December,415.55,204.21,49.14,31
Moneragala,2016,1,January,536.29,475.42,88.65,31
Moneragala,2016,2,February,539.79,475.37,88.07,29
Moneragala,2016,3,March,691.79,691.79,100.0,31
Moneragala,2016,4,April,656.76,656.76,100.0,30
Moneragala,2016,5,May,556.8,505.92,90.86,31
Moneragala,2016,6,June,606.66,597.33,98.46,30
Moneragala,2016,7,July,633.73,606.5,95.7,31
Moneragala,2016,8,August,671.93,659.79,98.19,31
Moneragala,2016,9,September,660.9,646.53,97.83,30
Moneragala,2016,10,October,642.63,628.73,97.84,31
Moneragala,2016,11,November,444.91,315.41,70.89,30
Moneragala,2016,12,December,528.73,482.02,91.17,31
Moneragala,2017,1,January,550.22,450.19,81.82,31
Moneragala,2017,2,February,547.32,496.02,90.63,28
Moneragala,2017,3,March,638.74,616.32,96.49,31
Moneragala,2017,4,April,693.69,679.46,97.95,30
Moneragala,2017,5,May,631.04,607.49,96.27,31
Moneragala,2017,6,June,597.81,585.36,97.92,30
Moneragala,2017,7,July,612.88,612.88,100.0,31
Moneragala,2017,8,August,624.12,613.74,98.34,31
Moneragala,2017,9,September,582.07,532.65,91.51,30
Moneragala,2017,10,October,560.01,496.49,88.66,31
Moneragala,2017,11,November,408.25,226.93,55.59,30
Moneragala,2017,12,December,501.01,438.51,87.53,31
Moneragala,2018,1,January,560.73,492.25,87.79,31
Moneragala,2018,2,February,529.46,467.61,88.32,28
Moneragala,2018,3,March,593.98,559.02,94.11,31
Moneragala,2018,4,April,580.67,523.91,90.23,30
Moneragala,2018,5,May,555.72,496.07,89.27,31
Moneragala,2018,6,June,610.21,610.21,100.0,30
Moneragala,2018,7,July,633.35,633.35,100.0,31
Moneragala,2018,8,August,623.6,596.24,95.61,31
Moneragala,2018,9,September,647.33,647.33,100.0,30
Moneragala,2018,10,October,508.25,370.72,72.94,31
Moneragala,2018,11,November,467.63,315.25,67.41,30
Moneragala,2018,12,December,519.27,415.13,79.94,31
Moneragala,2019,1,January,604.18,562.97,93.18,31
Moneragala,2019,2,February,512.39,460.37,89.85,28
Moneragala,2019,3,March,699.6,699.6,100.0,31
Moneragala,2019,4,April,619.8,580.55,93.67,30
Moneragala,2019,5,May,683.47,683.47,100.0,31
Moneragala,2019,6,June,610.6,610.6,100.0,30
Moneragala,2019,7,July,642.67,630.49,98.1,31
Moneragala,2019,8,August,569.13,507.42,89.16,31
Moneragala,2019,9,September,575.96,527.2,91.53,30
Moneragala,2019,10,October,451.03,290.75,64.46,31
Moneragala,2019,11,November,508.13,411.61,81.0,30
Moneragala,2019,12,December,451.69,230.15,50.95,31
Moneragala,2020,1,January,587.28,545.26,92.84,31
Moneragala,2020,2,February,584.04,584.04,100.0,29
Moneragala,2020,3,March,675.84,666.45,98.61,31
Moneragala,2020,4,April,610.88,581.5,95.19,30
Moneragala,2020,5,May,597.37,543.77,91.03,31
Moneragala,2020,6,June,594.45,544.55,91.61,30
Moneragala,2020,7,July,563.74,518.81,92.03,31
Moneragala,2020,8,August,653.04,613.38,93.93,31
Moneragala,2020,9,September,534.0,459.72,86.09,30
Moneragala,2020,10,October,644.54,630.17,97.77,31
Moneragala,2020,11,November,489.89,399.34,81.52,30
Moneragala,2020,12,December,492.88,390.1,79.15,31
Moneragala,2021,1,January,459.8,310.83,67.6,31
Moneragala,2021,2,February,580.57,552.66,95.19,28
Moneragala,2021,3,March,575.3,526.34,91.49,31
Moneragala,2021,4,April,658.34,645.62,98.07,30
Moneragala,2021,5,May,577.95,563.25,97.46,31
Moneragala,2021,6,June,626.19,611.56,97.66,30
Moneragala,2021,7,July,616.13,593.98,96.4,31
Moneragala,2021,8,August,602.11,569.06,94.51,31
Moneragala,2021,9,September,592.49,545.78,92.12,30
Moneragala,2021,10,October,583.23,508.81,87.24,31
Moneragala,2021,11,November,467.14,312.21,66.83,30
Moneragala,2021,12,December,556.94,490.28,88.03,31
Moneragala,2022,1,January,598.39,588.22,98.3,31
Moneragala,2022,2,February,582.93,576.71,98.93,28
Moneragala,2022,3,March,645.44,613.58,95.06,31
Moneragala,2022,4,April,609.41,609.41,100.0,30
Moneragala,2022,5,May,661.8,649.19,98.09,31
Moneragala,2022,6,June,599.43,589.17,98.29,30
Moneragala,2022,7,July,586.78,533.07,90.85,31
Moneragala,2022,8,August,632.83,597.0,94.34,31
Moneragala,2022,9,September,666.1,652.84,98.01,30
Moneragala,2022,10,October,562.76,477.35,84.82,31
Moneragala,2022,11,November,511.68,397.13,77.61,30
Moneragala,2022,12,December,483.03,377.66,78.19,31
Moneragala,2023,1,January,558.41,509.51,91.24,31
Moneragala,2023,2,February,542.74,471.13,86.81,28
Moneragala,2023,3,March,632.12,611.04,96.67,31
Moneragala,2023,4,April,654.04,630.07,96.34,30
Moneragala,2023,5,May,640.51,608.88,95.06,31
Moneragala,2023,6,June,645.05,645.05,100.0,30
Moneragala,2023,7,July,624.31,576.78,92.39,31
Moneragala,2023,8,August,711.13,711.13,100.0,31
Moneragala,2023,9,September,596.53,566.87,95.03,30
Moneragala,2023,10,October,551.05,478.42,86.82,31
Moneragala,2023,11,November,455.04,275.55,60.56,30
Moneragala,2023,12,December,448.06,252.55,56.37,31
Moneragala,2024,1,January,537.42,464.54,86.44,31
Moneragala,2024,2,February,609.91,609.91,100.0,29
Moneragala,2024,3,March,709.18,694.45,97.92,31
Moneragala,2024,4,April,664.15,625.8,94.23,30
Moneragala,2024,5,May,613.95,572.79,93.3,31
Moneragala,2024,6,June,161.7,147.47,91.2,8
Mullaitivu,2010,1,January,577.37,569.36,98.61,31
Mullaitivu,2010,2,February,597.81,587.19,98.22,28
Mullaitivu,2010,3,March,751.35,751.35,100.0,31
Mullaitivu,2010,4,April,697.25,697.25,100.0,30
Mullaitivu,2010,5,May,667.84,641.75,96.09,31
Mullaitivu,2010,6,June,613.82,560.83,91.37,30
Mullaitivu,2010,7,July,613.36,563.57,91.88,31
