district,year,month,month_name,total_radiation_MJ_m2,radiation_above_15MJ_m2,percentage_above_15MJ,days_in_month
Nuwara Eliya,2017,9,September,499.23,369.01,73.92,30
Nuwara Eliya,2017,10,October,489.97,323.28,65.98,31
Nuwara Eliya,2017,11,November,420.41,277.74,66.06,30
Nuwara Eliya,2017,12,December,504.69,431.32,85.46,31
Nuwara Eliya,2018,1,January,615.85,562.08,91.27,31
Nuwara Eliya,2018,2,February,559.15,507.83,90.82,28
Nuwara Eliya,2018,3,March,629.48,589.57,93.66,31
Nuwara Eliya,2018,4,April,614.0,599.57,97.65,30
Nuwara Eliya,2018,5,May,491.27,333.5,67.89,31
Nuwara Eliya,2018,6,June,560.95,546.27,97.38,30
Nuwara Eliya,2018,7,July,542.57,450.41,83.01,31
Nuwara Eliya,2018,8,August,554.75,491.77,88.65,31
Nuwara Eliya,2018,9,September,603.52,576.63,95.54,30
Nuwara Eliya,2018,10,October,453.67,272.01,59.96,31
Nuwara Eliya,2018,11,November,469.57,289.5,61.65,30
Nuwara Eliya,2018,12,December,541.29,455.91,84.23,31
Nuwara Eliya,2019,1,January,589.14,500.01,84.87,31
Nuwara Eliya,2019,2,February,542.11,488.48,90.11,28
Nuwara Eliya,2019,3,March,750.35,750.35,100.0,31
Nuwara Eliya,2019,4,April,607.12,531.36,87.52,30
Nuwara Eliya,2019,5,May,639.3,639.3,100.0,31
Nuwara Eliya,2019,6,June,562.2,527.46,93.82,30
Nuwara Eliya,2019,7,July,627.95,604.33,96.24,31
Nuwara Eliya,2019,8,August,486.51,337.76,69.43,31
Nuwara Eliya,2019,9,September,532.96,449.73,84.38,30
Nuwara Eliya,2019,10,October,437.65,282.63,64.58,31
Nuwara Eliya,2019,11,November,526.94,439.43,83.39,30
Nuwara Eliya,2019,12,December,471.39,240.86,51.1,31
Nuwara Eliya,2020,1,January,648.57,634.4,97.82,31
Nuwara Eliya,2020,2,February,654.33,639.5,97.73,29
Nuwara Eliya,2020,3,March,769.43,769.43,100.0,31
Nuwara Eliya,2020,4,April,668.16,668.16,100.0,30
Nuwara Eliya,2020,5,May,531.32,400.24,75.33,31
Nuwara Eliya,2020,6,June,578.2,520.34,89.99,30
Nuwara Eliya,2020,7,July,516.1,401.48,77.79,31
Nuwara Eliya,2020,8,August,594.77,498.91,83.88,31
Nuwara Eliya,2020,9,September,436.09,252.6,57.92,30
Nuwara Eliya,2020,10,October,640.47,610.73,95.36,31
Nuwara Eliya,2020,11,November,494.52,387.92,78.44,30
Nuwara Eliya,2020,12,December,481.47,390.53,81.11,31
Nuwara Eliya,2021,1,January,473.49,279.73,59.08,31
Nuwara Eliya,2021,2,February,607.78,594.85,97.87,28
Nuwara Eliya,2021,3,March,634.14,572.02,90.2,31
Nuwara Eliya,2021,4,April,643.41,619.2,96.24,30
Nuwara Eliya,2021,5,May,506.07,362.38,71.61,31
Nuwara Eliya,2021,6,June,586.32,539.69,92.05,30
Nuwara Eliya,2021,7,July,541.69,489.85,90.43,31
Nuwara Eliya,2021,8,August,532.51,413.66,77.68,31
Nuwara Eliya,2021,9,September,541.85,469.45,86.64,30
Nuwara Eliya,2021,10,October,525.71,405.88,77.21,31
Nuwara Eliya,2021,11,November,395.0,154.9,39.22,30
Nuwara Eliya,2021,12,December,594.95,552.93,92.94,31
Nuwara Eliya,2022,1,January,620.08,555.73,89.62,31
Nuwara Eliya,2022,2,February,602.17,555.01,92.17,28
Nuwara Eliya,2022,3,March,686.61,644.59,93.88,31
Nuwara Eliya,2022,4,April,550.12,497.15,90.37,30
Nuwara Eliya,2022,5,May,569.1,504.67,88.68,31
Nuwara Eliya,2022,6,June,531.72,463.6,87.19,30
Nuwara Eliya,2022,7,July,507.36,387.01,76.28,31
Nuwara Eliya,2022,8,August,521.64,433.26,83.06,31
Nuwara Eliya,2022,9,September,603.67,544.99,90.28,30
Nuwara Eliya,2022,10,October,494.29,334.09,67.59,31
Nuwara Eliya,2022,11,November,497.78,370.51,74.43,30
Nuwara Eliya,2022,12,December,476.25,322.93,67.81,31
Nuwara Eliya,2023,1,January,587.88,535.7,91.12,31
Nuwara Eliya,2023,2,February,566.42,490.84,86.66,28
Nuwara Eliya,2023,3,March,647.05,591.84,91.47,31
Nuwara Eliya,2023,4,April,667.43,639.37,95.8,30
Nuwara Eliya,2023,5,May,598.88,547.13,91.36,31
Nuwara Eliya,2023,6,June,585.29,570.39,97.45,30
Nuwara Eliya,2023,7,July,550.65,490.7,89.11,31
Nuwara Eliya,2023,8,August,650.18,622.28,95.71,31
Nuwara Eliya,2023,9,September,488.19,350.18,71.73,30
Nuwara Eliya,2023,10,October,465.13,294.13,63.24,31
Nuwara Eliya,2023,11,November,443.54,216.52,48.82,30
Nuwara Eliya,2023,12,December,454.23,256.27,56.42,31
Nuwara Eliya,2024,1,January,573.95,498.43,86.84,31
Nuwara Eliya,2024,2,February,660.11,645.41,97.77,29
Nuwara Eliya,2024,3,March,770.71,770.71,100.0,31
Nuwara Eliya,2024,4,April,720.91,707.49,98.14,30
Nuwara Eliya,2024,5,May,502.61,360.68,71.76,31
Nuwara Eliya,2024,6,June,142.48,131.65,92.4,8
Polonnaruwa,2010,1,January,510.18,414.42,81.23,31
Polonnaruwa,2010,2,February,538.66,453.91,84.27,28
Polonnaruwa,2010,3,March,716.28,705.39,98.48,31
Polonnaruwa,2010,4,April,674.73,674.73,100.0,30
Polonnaruwa,2010,5,May,634.74,608.23,95.82,31
Polonnaruwa,2010,6,June,594.48,580.48,97.65,30
Polonnaruwa,2010,7,July,613.15,587.2,95.77,31
Polonnaruwa,2010,8,August,583.78,557.89,95.57,31
Polonnaruwa,2010,9,September,594.64,546.15,91.85,30
Polonnaruwa,2010,10,October,610.35,573.28,93.93,31
Polonnaruwa,2010,11,November,445.88,294.79,66.11,30
Polonnaruwa,2010,12,December,337.12,195.98,58.13,31
Polonnaruwa,2011,1,January,341.43,145.41,42.59,31
Polonnaruwa,2011,2,February,423.74,365.58,86.27,28
Polonnaruwa,2011,3,March,669.31,648.97,96.96,31
Polonnaruwa,2011,4,April,648.19,640.59,98.83,30
Polonnaruwa,2011,5,May,722.35,722.35,100.0,31
Polonnaruwa,2011,6,June,654.66,654.66,100.0,30
Polonnaruwa,2011,7,July,619.53,619.53,100.0,31
Polonnaruwa,2011,8,August,640.64,640.64,100.0,31
Polonnaruwa,2011,9,September,651.08,651.08,100.0,30
Polonnaruwa,2011,10,October,578.72,504.01,87.09,31
Polonnaruwa,2011,11,November,469.48,331.16,70.54,30
Polonnaruwa,2011,12,December,449.18,303.06,67.47,31
Polonnaruwa,2012,1,January,550.88,500.58,90.87,31
Polonnaruwa,2012,2,February,506.26,434.7,85.86,29
Polonnaruwa,2012,3,March,742.48,742.48,100.0,31
Polonnaruwa,2012,4,April,637.71,615.64,96.54,30
Polonnaruwa,2012,5,May,759.15,759.15,100.0,31
Polonnaruwa,2012,6,June,634.97,634.97,100.0,30
Polonnaruwa,2012,7,July,676.81,665.52,98.33,31
Polonnaruwa,2012,8,August,670.12,670.12,100.0,31
Polonnaruwa,2012,9,September,660.03,660.03,100.0,30
Polonnaruwa,2012,10,October,548.48,460.05,83.88,31
Polonnaruwa,2012,11,November,466.93,369.21,79.07,30
Polonnaruwa,2012,12,December,393.26,195.63,49.75,31
Polonnaruwa,2013,1,January,434.21,290.75,66.96,31
Polonnaruwa,2013,2,February,498.41,423.25,84.92,28
Polonnaruwa,2013,3,March,641.65,637.85,99.41,31
Polonnaruwa,2013,4,April,697.21,697.21,100.0,30
Polonnaruwa,2013,5,May,658.95,658.95,100.0,31
Polonnaruwa,2013,6,June,542.48,450.09,82.97,30
Polonnaruwa,2013,7,July,603.65,576.3,95.47,31
Polonnaruwa,2013,8,August,674.69,648.85,96.17,31
Polonnaruwa,2013,9,September,608.82,582.02,95.6,30
Polonnaruwa,2013,10,October,643.48,612.77,95.23,31
Polonnaruwa,2013,11,November,503.91,432.6,85.85,30
Polonnaruwa,2013,12,December,392.89,179.1,45.59,31
Polonnaruwa,2014,1,January,419.69,271.57,64.71,31
Polonnaruwa,2014,2,February,559.69,559.69,100.0,28
Polonnaruwa,2014,3,March,681.57,670.59,98.39,31
Polonnaruwa,2014,4,April,706.46,706.46,100.0,30
Polonnaruwa,2014,5,May,654.29,613.76,93.81,31
Polonnaruwa,2014,6,June,663.49,651.62,98.21,30
Polonnaruwa,2014,7,July,658.92,632.84,96.04,31
Polonnaruwa,2014,8,August,645.03,645.03,100.0,31
Polonnaruwa,2014,9,September,651.02,651.02,100.0,30
Polonnaruwa,2014,10,October,582.63,542.82,93.17,31
Polonnaruwa,2014,11,November,399.28,275.87,69.09,30
Polonnaruwa,2014,12,December,334.98,168.38,50.27,31
Polonnaruwa,2015,1,January,532.56,439.77,82.58,31
Polonnaruwa,2015,2,February,489.85,389.89,79.59,28
Polonnaruwa,2015,3,March,683.85,657.58,96.16,31
Polonnaruwa,2015,4,April,668.48,668.48,100.0,30
Polonnaruwa,2015,5,May,652.73,642.38,98.41,31
Polonnaruwa,2015,6,June,631.49,616.8,97.67,30
Polonnaruwa,2015,7,July,649.61,610.63,94.0,31
Polonnaruwa,2015,8,August,698.47,698.47,100.0,31
Polonnaruwa,2015,9,September,625.01,625.01,100.0,30
Polonnaruwa,2015,10,October,528.81,478.17,90.42,31
Polonnaruwa,2015,11,November,410.08,274.87,67.03,30
Polonnaruwa,2015,12,December,430.61,243.22,56.48,31
Polonnaruwa,2016,1,January,517.68,368.81,71.24,31
Polonnaruwa,2016,2,February,550.44,498.16,90.5,29
Polonnaruwa,2016,3,March,722.81,722.81,100.0,31
Polonnaruwa,2016,4,April,720.14,720.14,100.0,30
Polonnaruwa,2016,5,May,574.03,498.32,86.81,31
Polonnaruwa,2016,6,June,600.66,586.37,97.62,30
Polonnaruwa,2016,7,July,647.14,635.4,98.19,31
Polonnaruwa,2016,8,August,689.3,675.93,98.06,31
Polonnaruwa,2016,9,September,670.2,655.4,97.79,30
Polonnaruwa,2016,10,October,676.05,662.66,98.02,31
Polonnaruwa,2016,11,November,450.3,307.65,68.32,30
Polonnaruwa,2016,12,December,532.15,459.34,86.32,31
Polonnaruwa,2017,1,January,494.4,359.05,72.62,31
Polonnaruwa,2017,2,February,518.12,434.5,83.86,28
Polonnaruwa,2017,3,March,653.06,643.87,98.59,31
Polonnaruwa,2017,4,April,715.52,715.52,100.0,30
Polonnaruwa,2017,5,May,663.21,663.21,100.0,31
Polonnaruwa,2017,6,June,597.16,558.47,93.52,30
Polonnaruwa,2017,7,July,640.96,640.96,100.0,31
Polonnaruwa,2017,8,August,615.92,588.92,95.62,31
Polonnaruwa,2017,9,September,590.07,528.45,89.56,30
Polonnaruwa,2017,10,October,539.77,481.52,89.21,31
Polonnaruwa,2017,11,November,402.93,224.12,55.62,30
Polonnaruwa,2017,12,December,458.55,252.19,55.0,31
Polonnaruwa,2018,1,January,488.2,336.88,69.0,31
Polonnaruwa,2018,2,February,497.96,441.6,88.68,28
Polonnaruwa,2018,3,March,604.84,548.84,90.74,31
Polonnaruwa,2018,4,April,631.21,617.72,97.86,30
Polonnaruwa,2018,5,May,568.65,500.61,88.03,31
Polonnaruwa,2018,6,June,628.58,628.58,100.0,30
Polonnaruwa,2018,7,July,648.85,634.2,97.74,31
Polonnaruwa,2018,8,August,630.24,589.15,93.48,31
Polonnaruwa,2018,9,September,648.47,634.89,97.91,30
Polonnaruwa,2018,10,October,488.69,363.09,74.3,31
Polonnaruwa,2018,11,November,431.7,259.97,60.22,30
Polonnaruwa,2018,12,December,446.74,253.67,56.78,31
Polonnaruwa,2019,1,January,515.14,444.4,86.27,31
Polonnaruwa,2019,2,February,489.07,433.43,88.62,28
Polonnaruwa,2019,3,March,712.59,712.59,100.0,31
Polonnaruwa,2019,4,April,650.32,622.05,95.65,30
Polonnaruwa,2019,5,May,680.37,680.37,100.0,31
Polonnaruwa,2019,6,June,617.53,593.42,96.1,30
Polonnaruwa,2019,7,July,654.44,639.98,97.79,31
Polonnaruwa,2019,8,August,587.46,508.2,86.51,31
Polonnaruwa,2019,9,September,591.83,567.13,95.83,30
Polonnaruwa,2019,10,October,471.91,359.27,76.13,31
Polonnaruwa,2019,11,November,489.51,392.07,80.09,30
Polonnaruwa,2019,12,December,401.9,151.49,37.69,31
Polonnaruwa,2020,1,January,548.82,466.77,85.05,31
Polonnaruwa,2020,2,February,565.32,523.31,92.57,29
Polonnaruwa,2020,3,March,696.53,681.63,97.86,31
Polonnaruwa,2020,4,April,650.37,650.37,100.0,30
Polonnaruwa,2020,5,May,606.32,581.75,95.95,31
Polonnaruwa,2020,6,June,603.02,566.28,93.91,30
Polonnaruwa,2020,7,July,582.93,549.49,94.26,31
Polonnaruwa,2020,8,August,661.87,634.13,95.81,31
Polonnaruwa,2020,9,September,529.94,413.98,78.12,30
Polonnaruwa,2020,10,October,667.01,667.01,100.0,31
Polonnaruwa,2020,11,November,464.12,310.69,66.94,30
Polonnaruwa,2020,12,December,397.82,238.96,60.07,31
Polonnaruwa,2021,1,January,410.83,204.68,49.82,31
Polonnaruwa,2021,2,February,512.87,450.34,87.81,28
Polonnaruwa,2021,3,March,604.19,556.18,92.05,31
Polonnaruwa,2021,4,April,661.29,661.29,100.0,30
Polonnaruwa,2021,5,May,581.6,543.32,93.42,31
Polonnaruwa,2021,6,June,634.66,622.71,98.12,30
Polonnaruwa,2021,7,July,619.82,583.84,94.2,31
Polonnaruwa,2021,8,August,598.35,563.77,94.22,31
Polonnaruwa,2021,9,September,621.95,571.96,91.96,30
Polonnaruwa,2021,10,October,556.32,443.26,79.68,31
Polonnaruwa,2021,11,November,439.88,282.14,64.14,30
Polonnaruwa,2021,12,December,539.72,458.18,84.89,31
Polonnaruwa,2022,1,January,550.21,464.12,84.35,31
Polonnaruwa,2022,2,February,559.39,520.2,92.99,28
Polonnaruwa,2022,3,March,657.21,588.22,89.5,31
Polonnaruwa,2022,4,April,635.06,635.06,100.0,30
Polonnaruwa,2022,5,May,666.11,666.11,100.0,31
Polonnaruwa,2022,6,June,608.78,594.48,97.65,30
Polonnaruwa,2022,7,July,594.86,550.02,92.46,31
Polonnaruwa,2022,8,August,642.46,602.76,93.82,31
Polonnaruwa,2022,9,September,671.69,663.94,98.85,30
Polonnaruwa,2022,10,October,573.48,543.36,94.75,31
Polonnaruwa,2022,11,November,487.06,351.56,72.18,30
Polonnaruwa,2022,12,December,430.35,264.95,61.57,31
Polonnaruwa,2023,1,January,521.92,452.64,86.73,31
Polonnaruwa,2023,2,February,530.77,463.31,87.29,28
Polonnaruwa,2023,3,March,661.95,627.67,94.82,31
Polonnaruwa,2023,4,April,678.11,665.41,98.13,30
Polonnaruwa,2023,5,May,633.79,575.69,90.83,31
Polonnaruwa,2023,6,June,652.72,652.72,100.0,30
Polonnaruwa,2023,7,July,629.66,582.55,92.52,31
Polonnaruwa,2023,8,August,715.03,715.03,100.0,31
Polonnaruwa,2023,9,September,602.03,582.45,96.75,30
Polonnaruwa,2023,10,October,576.42,539.95,93.67,31
Polonnaruwa,2023,11,November,447.56,303.46,67.8,30
Polonnaruwa,2023,12,December,423.22,220.75,52.16,31
Polonnaruwa,2024,1,January,499.17,379.54,76.03,31
Polonnaruwa,2024,2,February,617.7,617.7,100.0,29
Polonnaruwa,2024,3,March,715.97,701.25,97.94,31
Polonnaruwa,2024,4,April,696.09,682.02,97.98,30
Polonnaruwa,2024,5,May,615.25,549.7,89.35,31
Polonnaruwa,2024,6,June,156.57,156.57,100.0,8
Puttalam,2010,1,January,595.43,569.53,95.65,31
Puttalam,2010,2,February,604.48,583.58,96.54,28
Puttalam,2010,3,March,714.77,714.77,100.0,31
Puttalam,2010,4,April,606.96,596.57,98.29,30
Puttalam,2010,5,May,540.42,481.48,89.09,31
Puttalam,2010,6,June,519.63,429.96,82.74,30
Puttalam,2010,7,July,568.9,475.26,83.54,31
Puttalam,2010,8,August,559.16,488.02,87.28,31
Puttalam,2010,9,September,533.2,458.93,86.07,30
Puttalam,2010,10,October,523.36,366.3,69.99,31
Puttalam,2010,11,November,442.33,283.56,64.11,30
Puttalam,2010,12,December,381.04,204.22,53.6,31
Puttalam,2011,1,January,430.48,286.32,66.51,31
Puttalam,2011,2,February,482.36,427.29,88.58,28
Puttalam,2011,3,March,688.92,688.92,100.0,31
Puttalam,2011,4,April,587.75,508.95,86.59,30
Puttalam,2011,5,May,609.37,594.81,97.61,31
Puttalam,2011,6,June,586.65,571.8,97.47,30
Puttalam,2011,7,July,581.55,566.58,97.43,31
Puttalam,2011,8,August,575.17,548.05,95.28,31
Puttalam,2011,9,September,578.48,550.17,95.11,30
Puttalam,2011,10,October,545.89,480.04,87.94,31
Puttalam,2011,11,November,494.24,420.77,85.13,30
Puttalam,2011,12,December,489.32,354.67,72.48,31
Puttalam,2012,1,January,649.34,649.34,100.0,31
Puttalam,2012,2,February,577.98,569.65,98.56,29
Puttalam,2012,3,March,712.28,712.28,100.0,31
Puttalam,2012,4,April,585.41,565.18,96.54,30
Puttalam,2012,5,May,626.93,626.93,100.0,31
Puttalam,2012,6,June,546.79,533.74,97.61,30
Puttalam,2012,7,July,615.89,605.36,98.29,31
Puttalam,2012,8,August,601.28,601.28,100.0,31
Puttalam,2012,9,September,584.4,584.4,100.0,30
Puttalam,2012,10,October,513.51,410.48,79.94,31
Puttalam,2012,11,November,493.9,411.98,83.41,30
Puttalam,2012,12,December,472.18,284.99,60.36,31
Puttalam,2013,1,January,535.31,423.04,79.03,31
Puttalam,2013,2,February,556.55,508.04,91.28,28
Puttalam,2013,3,March,677.4,671.51,99.13,31
Puttalam,2013,4,April,635.08,621.38,97.84,30
Puttalam,2013,5,May,542.75,481.05,88.63,31
Puttalam,2013,6,June,494.9,378.16,76.41,30
Puttalam,2013,7,July,574.89,545.64,94.91,31
Puttalam,2013,8,August,624.8,611.4,97.86,31
Puttalam,2013,9,September,538.78,455.73,84.59,30
Puttalam,2013,10,October,566.15,527.76,93.22,31
Puttalam,2013,11,November,533.6,472.14,88.48,30
Puttalam,2013,12,December,476.13,308.59,64.81,31
Puttalam,2014,1,January,528.59,420.2,79.49,31
Puttalam,2014,2,February,636.6,636.6,100.0,28
Puttalam,2014,3,March,734.59,734.59,100.0,31
Puttalam,2014,4,April,630.74,616.38,97.72,30
Puttalam,2014,5,May,561.71,541.73,96.44,31
Puttalam,2014,6,June,581.02,555.9,95.68,30
Puttalam,2014,7,July,624.4,624.4,100.0,31
Puttalam,2014,8,August,576.34,540.36,93.76,31
Puttalam,2014,9,September,578.65,563.92,97.45,30
Puttalam,2014,10,October,500.88,415.44,82.94,31
Puttalam,2014,11,November,428.75,252.56,58.91,30
Puttalam,2014,12,December,390.49,221.81,56.8,31
Puttalam,2015,1,January,625.58,625.58,100.0,31
Puttalam,2015,2,February,572.72,559.12,97.63,28
Puttalam,2015,3,March,730.99,716.81,98.06,31
Puttalam,2015,4,April,627.97,615.65,98.04,30
Puttalam,2015,5,May,554.25,502.5,90.66,31
Puttalam,2015,6,June,535.79,451.75,84.31,30
Puttalam,2015,7,July,592.61,565.19,95.37,31
Puttalam,2015,8,August,635.82,635.82,100.0,31
Puttalam,2015,9,September,520.24,417.12,80.18,30
Puttalam,2015,10,October,493.14,421.26,85.42,31
Puttalam,2015,11,November,439.41,307.6,70.0,30
Puttalam,2015,12,December,479.49,341.45,71.21,31
Puttalam,2016,1,January,620.73,620.73,100.0,31
Puttalam,2016,2,February,628.13,628.13,100.0,29
Puttalam,2016,3,March,727.1,727.1,100.0,31
Puttalam,2016,4,April,672.41,672.41,100.0,30
Puttalam,2016,5,May,496.44,409.08,82.4,31
Puttalam,2016,6,June,550.17,507.98,92.33,30
Puttalam,2016,7,July,612.22,569.23,92.98,31
Puttalam,2016,8,August,636.51,623.7,97.99,31
Puttalam,2016,9,September,605.41,592.95,97.94,30
Puttalam,2016,10,October,609.56,609.56,100.0,31
Puttalam,2016,11,November,481.72,354.6,73.61,30
Puttalam,2016,12,December,573.13,538.11,93.89,31
Puttalam,2017,1,January,570.22,481.88,84.51,31
Puttalam,2017,2,February,600.19,589.23,98.17,28
Puttalam,2017,3,March,650.01,650.01,100.0,31
Puttalam,2017,4,April,674.68,674.68,100.0,30
Puttalam,2017,5,May,587.57,533.23,90.75,31
Puttalam,2017,6,June,567.84,527.11,92.83,30
Puttalam,2017,7,July,636.68,636.68,100.0,31
Puttalam,2017,8,August,588.67,575.42,97.75,31
Puttalam,2017,9,September,555.55,493.1,88.76,30
Puttalam,2017,10,October,503.27,386.1,76.72,31
Puttalam,2017,11,November,434.82,255.54,58.77,30
Puttalam,2017,12,December,513.02,416.45,81.18,31
Puttalam,2018,1,January,577.83,486.67,84.22,31
Puttalam,2018,2,February,578.03,548.77,94.94,28
Puttalam,2018,3,March,646.72,622.09,96.19,31
Puttalam,2018,4,April,623.13,623.13,100.0,30
Puttalam,2018,5,May,498.66,367.35,73.67,31
Puttalam,2018,6,June,577.25,562.34,97.42,30
Puttalam,2018,7,July,648.47,648.47,100.0,31
Puttalam,2018,8,August,634.26,607.39,95.76,31
Puttalam,2018,9,September,631.01,621.27,98.46,30
Puttalam,2018,10,October,469.69,299.36,63.74,31
Puttalam,2018,11,November,447.7,312.44,69.79,30
Puttalam,2018,12,December,522.05,438.66,84.03,31
Puttalam,2019,1,January,602.72,589.84,97.86,31
Puttalam,2019,2,February,564.11,551.03,97.68,28
Puttalam,2019,3,March,730.55,730.55,100.0,31
Puttalam,2019,4,April,589.76,517.15,87.69,30
Puttalam,2019,5,May,647.54,647.54,100.0,31
Puttalam,2019,6,June,583.81,555.32,95.12,30
Puttalam,2019,7,July,619.28,604.66,97.64,31
Puttalam,2019,8,August,573.65,529.86,92.37,31
Puttalam,2019,9,September,553.68,485.09,87.61,30
Puttalam,2019,10,October,470.16,330.29,70.25,31
Puttalam,2019,11,November,516.71,441.15,85.38,30
Puttalam,2019,12,December,485.99,311.87,64.17,31
Puttalam,2020,1,January,613.28,613.28,100.0,31
Puttalam,2020,2,February,637.08,637.08,100.0,29
Puttalam,2020,3,March,727.65,727.65,100.0,31
Puttalam,2020,4,April,659.19,659.19,100.0,30
Puttalam,2020,5,May,555.82,477.94,85.99,31
Puttalam,2020,6,June,574.9,521.61,90.73,30
Puttalam,2020,7,July,558.74,509.63,91.21,31
Puttalam,2020,8,August,636.0,586.65,92.24,31
Puttalam,2020,9,September,514.38,439.74,85.49,30
Puttalam,2020,10,October,638.83,623.95,97.67,31
Puttalam,2020,11,November,475.49,391.72,82.38,30
Puttalam,2020,12,December,439.76,293.3,66.7,31
Puttalam,2021,1,January,488.34,362.15,74.16,31
Puttalam,2021,2,February,611.23,611.23,100.0,28
Puttalam,2021,3,March,662.06,649.13,98.05,31
Puttalam,2021,4,April,651.14,651.14,100.0,30
Puttalam,2021,5,May,541.77,430.5,79.46,31
Puttalam,2021,6,June,601.0,565.53,94.1,30
Puttalam,2021,7,July,620.49,620.49,100.0,31
Puttalam,2021,8,August,613.84,591.89,96.42,31
Puttalam,2021,9,September,582.62,513.83,88.19,30
Puttalam,2021,10,October,530.54,406.84,76.68,31
Puttalam,2021,11,November,425.54,228.22,53.63,30
Puttalam,2021,12,December,572.01,517.61,90.49,31
Puttalam,2022,1,January,600.35,564.52,94.03,31
Puttalam,2022,2,February,602.61,598.07,99.25,28
Puttalam,2022,3,March,686.66,673.28,98.05,31
Puttalam,2022,4,April,613.27,598.64,97.61,30
Puttalam,2022,5,May,619.38,606.75,97.96,31
Puttalam,2022,6,June,605.8,578.11,95.43,30
Puttalam,2022,7,July,622.23,584.77,93.98,31
Puttalam,2022,8,August,634.02,607.61,95.83,31
Puttalam,2022,9,September,654.98,646.45,98.7,30
Puttalam,2022,10,October,554.94,470.13,84.72,31
Puttalam,2022,11,November,514.96,412.19,80.04,30
Puttalam,2022,12,December,493.98,420.69,85.16,31
Puttalam,2023,1,January,563.02,508.45,90.31,31
Puttalam,2023,2,February,590.74,567.76,96.11,28
Puttalam,2023,3,March,693.95,693.95,100.0,31
Puttalam,2023,4,April,662.45,662.45,100.0,30
Puttalam,2023,5,May,608.7,550.73,90.48,31
Puttalam,2023,6,June,630.28,630.28,100.0,30
Puttalam,2023,7,July,627.12,562.55,89.7,31
Puttalam,2023,8,August,729.72,729.72,100.0,31
Puttalam,2023,9,September,598.87,543.41,90.74,30
Puttalam,2023,10,October,574.09,520.76,90.71,31
Puttalam,2023,11,November,473.62,347.27,73.32,30
Puttalam,2023,12,December,475.14,325.53,68.51,31
Puttalam,2024,1,January,549.78,467.93,85.11,31
Puttalam,2024,2,February,636.94,636.94,100.0,29
Puttalam,2024,3,March,742.27,742.27,100.0,31
Puttalam,2024,4,April,670.85,670.85,100.0,30
Puttalam,2024,5,May,571.96,510.65,89.28,31
Puttalam,2024,6,June,148.19,135.9,91.71,8
Ratnapura,2010,1,January,596.07,556.86,93.42,31
Ratnapura,2010,2,February,553.31,507.77,91.77,28
Ratnapura,2010,3,March,680.93,666.72,97.91,31
Ratnapura,2010,4,April,560.37,531.5,94.85,30
Ratnapura,2010,5,May,469.56,319.5,68.04,31
Ratnapura,2010,6,June,483.47,357.24,73.89,30
Ratnapura,2010,7,July,522.32,431.95,82.7,31
Ratnapura,2010,8,August,505.67,352.18,69.65,31
Ratnapura,2010,9,September,478.43,317.98,66.46,30
Ratnapura,2010,10,October,528.27,455.38,86.2,31
Ratnapura,2010,11,November,446.02,271.37,60.84,30
Ratnapura,2010,12,December,396.58,170.1,42.89,31
Ratnapura,2011,1,January,444.12,275.02,61.92,31
Ratnapura,2011,2,February,469.32,389.42,82.98,28
Ratnapura,2011,3,March,647.28,633.08,97.81,31
Ratnapura,2011,4,April,558.6,503.13,90.07,30
Ratnapura,2011,5,May,560.49,532.88,95.07,31
Ratnapura,2011,6,June,542.22,485.23,89.49,30
Ratnapura,2011,7,July,524.39,487.62,92.99,31
Ratnapura,2011,8,August,538.62,431.09,80.04,31
Ratnapura,2011,9,September,548.99,504.36,91.87,30
Ratnapura,2011,10,October,544.74,473.2,86.87,31
Ratnapura,2011,11,November,478.89,328.21,68.54,30
Ratnapura,2011,12,December,497.67,400.29,80.43,31
Ratnapura,2012,1,January,612.82,597.9,97.57,31
Ratnapura,2012,2,February,556.9,514.19,92.33,29
Ratnapura,2012,3,March,682.53,682.53,100.0,31
Ratnapura,2012,4,April,558.58,529.89,94.86,30
Ratnapura,2012,5,May,588.95,550.18,93.42,31
Ratnapura,2012,6,June,492.06,374.32,76.07,30
Ratnapura,2012,7,July,552.84,501.69,90.75,31
Ratnapura,2012,8,August,541.55,505.82,93.4,31
Ratnapura,2012,9,September,508.36,393.49,77.4,30
Ratnapura,2012,10,October,503.33,405.23,80.51,31
Ratnapura,2012,11,November,493.28,354.03,71.77,30
Ratnapura,2012,12,December,480.78,317.65,66.07,31
Ratnapura,2013,1,January,536.25,443.72,82.74,31
Ratnapura,2013,2,February,543.67,509.67,93.75,28
Ratnapura,2013,3,March,614.38,609.93,99.28,31
Ratnapura,2013,4,April,621.58,607.14,97.68,30
Ratnapura,2013,5,May,488.41,365.72,74.88,31
Ratnapura,2013,6,June,460.2,317.29,68.95,30
Ratnapura,2013,7,July,535.58,422.96,78.97,31
Ratnapura,2013,8,August,598.24,587.02,98.12,31
Ratnapura,2013,9,September,499.86,358.59,71.74,30
Ratnapura,2013,10,October,524.68,427.92,81.56,31
Ratnapura,2013,11,November,535.24,501.9,93.77,30
Ratnapura,2013,12,December,478.71,345.83,72.24,31
Ratnapura,2014,1,January,583.05,569.56,97.69,31
Ratnapura,2014,2,February,613.85,613.85,100.0,28
Ratnapura,2014,3,March,719.89,705.44,97.99,31
Ratnapura,2014,4,April,604.17,562.01,93.02,30
Ratnapura,2014,5,May,529.94,473.94,89.43,31
